@relation pandasdata
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute f21 real
@attribute f22 real
@attribute f23 real
@attribute f24 real
@attribute f25 real
@attribute f26 real
@attribute f27 real
@attribute f28 real
@attribute f29 real
@attribute f30 real
@attribute f31 real
@attribute f32 real
@attribute f33 real
@attribute f34 real
@attribute f35 real
@attribute f36 real
@attribute f37 real
@attribute f38 real
@attribute f39 real
@attribute f40 real
@attribute f41 real
@attribute f42 real
@attribute f43 real
@attribute f44 real
@attribute f45 real
@attribute f46 real
@attribute f47 real
@attribute f48 real
@attribute f49 real
@attribute f50 real
@attribute f51 real
@attribute f52 real
@attribute f53 real
@attribute f54 real
@attribute f55 real
@attribute f56 real
@attribute f57 real
@attribute f58 real
@attribute f59 real
@attribute f60 real
@attribute f61 real
@attribute f62 real
@attribute f63 real
@attribute f64 real
@attribute f65 real
@attribute f66 real
@attribute f67 real
@attribute f68 real
@attribute f69 real
@attribute f70 real
@attribute f71 real
@attribute f72 real
@attribute f73 real
@attribute f74 real
@attribute f75 real
@attribute f76 real
@attribute f77 real
@attribute f78 real
@attribute f79 real
@attribute f80 real
@attribute f81 real
@attribute f82 real
@attribute f83 real
@attribute f84 real
@attribute f85 real
@attribute f86 real
@attribute f87 real
@attribute f88 real
@attribute f89 real
@attribute f90 real
@attribute f91 real
@attribute f92 real
@attribute f93 real
@attribute f94 real
@attribute f95 real
@attribute f96 real
@attribute f97 real
@attribute f98 real
@attribute f99 real
@attribute class{0_0,1_0}
@data
0.0,0.0,0.023961843779568903,0.03359421189146687,0.1553165183248141,0.011454976342304121,0.0,0.048805466042429406,0.34161246670309064,0.0,0.059442945110048294,0.0,0.01601959605022591,0.02741201781929094,0.04511862767776669,0.0,0.0,0.012357017125345609,0.01302690578423076,0.0,0.0,0.0,0.0,0.0,0.03438950594005674,0.0,0.0,0.022299334080049315,0.01761855467339342,0.009341446606552522,0.026524630777316212,0.0,0.04850332622779405,0.0,0.0,0.031559916213396044,0.1740289924713858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039609120095995744,0.0,0.010495844995562876,0.0,0.028930363228587365,0.0,0.0,0.18347641935841738,0.0,0.0,0.0467593394192759,0.0,0.012301926890491494,0.0,0.0,0.0,0.0064455182396809555,0.1300884422876884,0.0,0.0,0.0,0.0,0.0,0.0,0.03641330602218636,0.0,0.013571019300629145,0.025992571375001477,0.0,0.03740589185922301,0.040401548397744375,0.05563384985344517,0.0,0.0,0.008333031247250183,0.03800618788510821,0.0,0.0,0.0,0.06445518239680956,0.008938470505277967,0.0,0.014056395075196921,0.01227455734516411,0.06220272764254769,0.20625658366979058,0.014901660340322758,0.0,0.0065795719778137,0.0,0.015594462765771587,0.0,0.019704881183392697,0.0,0.0,0.012412582281874713,"0_0"
0.012309853810232313,0.012956375801145123,0.018300455536480967,0.0,0.037742848487907744,0.00874854569423912,0.0,0.02484956971489445,0.4479617184151941,0.0,0.034048912845078924,0.027301714488182867,0.0,0.0,0.05907187495584977,0.0,0.01250292389882147,0.01887492836913818,0.06964356273779677,0.0387401486906807,0.030167239522632706,0.0,0.008675616119659118,0.0,0.013132203643572853,0.0,0.0,0.01703074168996269,0.0,0.02853749149560661,0.01350516069429064,0.0,0.0,0.0,0.0,0.012051677840642153,0.1378343748969828,0.0,0.0,0.012582323301527906,0.02109299634380946,0.007890998683592238,0.09483781283753341,0.0,0.0,0.0,0.024048075735666582,0.0,0.011047539387816928,0.0,0.02368134911656119,0.18134086517788028,0.0,0.0,0.023807773164414802,0.0,0.0,0.0,0.012386175590927705,0.0,0.024613281231604073,0.036128313387755094,0.0,0.0,0.016720355871087916,0.0,0.0,0.0,0.04171507588849356,0.03262439064946901,0.02072927589217067,0.01985138961354085,0.0,0.00952270711538211,0.0,0.0934767195233758,0.0,0.012956375801145123,0.14637688953435363,0.009675529116219477,0.0,0.0,0.0,0.024613281231604073,0.020479819944255847,0.0,0.05367667768875657,0.018748973826187176,0.019002515197780987,0.23628749982339908,0.0,0.0,0.005025037536206742,0.0,0.0,0.0,0.01504927188682332,0.0,0.0,0.018959802278324212,"1_0"
0.04544674842727607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453051308258635,0.03983798840797597,0.0,0.0,0.0,0.0,0.018173954253992815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484827817198871,0.0,0.0,0.0314378970313316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09086977126996408,0.04558708853973402,0.0,0.0,0.0,0.0,0.03183015587544861,0.0,0.0,0.0,0.029594363046252282,0.05076850881103069,0.0,0.0,0.0,0.0,0.0,0.0,0.06592193706947816,0.0,0.0,0.0,0.0,0.0,0.018173954253992815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035156881738080945,0.05695863893850587,0.0,0.054998575183290384,0.0,0.023496036013407325,0.035721085272361404,0.0,0.0,0.0,0.018173954253992815,0.02520314861006844,0.0,0.0,0.0,0.0,0.14539163403194252,0.042017116896246674,0.0,0.018551935731013942,0.0,0.04397056099786255,0.026985864909712155,0.03704027055602271,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.1699574001903279,0.0,0.0,0.0,0.34137022307737436,0.017006734422493164,0.0,0.0,0.019282648225554023,0.04949341061142597,0.015516828321698834,0.0,0.0,0.014874033876892045,0.0,0.020352299189408077,0.0,0.0,0.013673313672301094,0.0,0.0,0.0,0.0,0.013420757095920516,0.021207300792390783,0.03373265373244055,0.010642489007174006,0.017646024116602134,0.0,0.01964356977361871,0.01844760495634235,0.0,0.13189304073444008,0.0,0.0,0.0,0.0,0.012436707514521876,0.0,0.0,0.0,0.0,0.012633757196176397,0.0,0.0,0.03597314689895115,0.0,0.4546890513410203,0.0,0.0,0.04690317463136364,0.0,0.014807722241066492,0.0,0.0,0.0,0.007758414160849417,0.17082144527438367,0.01564351587675304,0.0,0.05270465345275542,0.0,0.0,0.0,0.021915189638797596,0.0,0.0,0.03128703175350608,0.0,0.015008382067876603,0.0,0.013393196093008165,0.011739374892363754,0.020420058695753987,0.04012158850684853,0.015249239100352136,0.0,0.0,0.0,0.015516828321698834,0.010759159087868174,0.0,0.03383912062509341,0.0,0.0,0.3180949805948261,0.0,0.0,0.007919773477752903,0.0,0.0,0.0,0.02371859383934602,0.01658034063642485,0.0,0.0,"0_0"
0.0,0.0,0.013993653551682111,0.009809465558569059,0.10719615275816748,0.020069027890950032,0.0,0.028502263411318767,0.5646248471333157,0.0,0.008678630780813785,0.0,0.0,0.0,0.0489341534182207,0.019001508940879177,0.00956050438604535,0.0,0.015215357221414007,0.0,0.0,0.010362998982796516,0.013267819053343996,0.0,0.020083380743388102,0.051629566534881,0.0,0.01953412840973639,0.0,0.07637532243371382,0.010326876264853813,0.008561357568513254,0.01888387637111336,0.0,0.008950262182024942,0.0,0.16938745413999473,0.00944193818555668,0.0,0.0,0.0887095107756039,0.024135771163694874,0.17140812716559806,0.052002268381879116,0.01734871623014269,0.0,0.012259091575022845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02275610905120117,0.0,0.01436858569877189,0.0,0.0,0.0,0.007528331295110877,0.2002879914445799,0.030359186219991632,0.0,0.0,0.0,0.0,0.0,0.05316318663052222,0.0,0.007925439468815873,0.022769389664993724,0.007536654510267007,0.007281647387473706,0.0,0.07797605170191976,0.01139123299619584,0.0,0.048664682643823856,0.0,0.0,0.0,0.0,0.007528331295110877,0.010440086387629322,0.0,0.00820889764065623,0.0,0.01453049153657595,0.19197244802532737,0.008702530325530302,0.0,0.015369810707869868,0.018161046252340544,0.01821425022851393,0.01676783119013188,0.00767173241742413,0.0,0.0,0.03624457653012616,"0_0"
0.0,0.0,0.0,0.0,0.14540395883583118,0.0,0.0,0.10470767019732469,0.5558964838013448,0.018187252431571644,0.0,0.0,0.0,0.0,0.04148481222398096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014352355429475216,0.022679400014229013,0.012024732347739275,0.011381234590086851,0.0,0.0,0.0,0.0,0.0,0.08296962444796192,0.0,0.0,0.0,0.0,0.013299998304499558,0.17437720215626795,0.0,0.0,0.0,0.013510726138120084,0.0,0.01862023566578127,0.0,0.0,0.0,0.0,0.0,0.030095367717430724,0.0,0.0,0.07593460691254149,0.0,0.01583559639637116,0.016593924889592385,0.0,0.0,0.0,0.014090783286942812,0.0,0.0,0.0,0.0,0.018329084303168826,0.03493845903087468,0.050188219284151764,0.0,0.032100369944852616,0.0,0.05729152514709977,0.0,0.02183751171394743,0.03217996353688244,0.0,0.0,0.0,0.0,0.04148481222398096,0.02301200658765979,0.0,0.0,0.0,0.0,0.2074240611199048,0.01918209081274537,0.0,0.008469522476358057,0.02001526139155608,0.0,0.024639734926925345,0.0169100092062184,0.017731260632686298,0.0,0.0,"0_0"
0.0,0.0,0.03776697540852108,0.0,0.2151263841368836,0.0240727056901948,0.014546507495942987,0.0,0.2438153568740953,0.0,0.0,0.0,0.0,0.014401632478741416,0.013545297604116406,0.0,0.0,0.03895252520538697,0.013688062708587204,0.0,0.0,0.0,0.0,0.014437561734369702,0.0,0.0,0.0,0.0,0.0,0.04907777374662289,0.00929028006639224,0.0,0.0,0.017147705257446574,0.016103696840378035,0.016580841197518202,0.2167247616658625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020809704494917657,0.016531585352760454,0.0,0.0,0.0,0.0471037286487368,0.0977432422862791,0.03402148791562461,0.012616467089211702,0.060562967996016244,0.00818875411634517,0.01418996997741707,0.0,0.0,0.0,0.0,0.006772648802058203,0.12426440428825374,0.013655888544505132,0.0,0.0,0.0,0.023822323374277136,0.0,0.009565349295417799,0.04488502328699987,0.0,0.0,0.0,0.0,0.0,0.0,0.010247798281108375,0.0,0.043779795507177144,0.0,0.0,0.0,0.13655888544505132,0.10836238083293125,0.03756850531404278,0.0,0.014769801857236147,0.0,0.0,0.12868032723910586,0.0,0.016338067936106454,0.013827012388006644,0.0,0.0,0.02011293558891983,0.041409933221447086,0.0,0.0,0.026085120667022982,"0_0"
0.061093472983167287,0.0,0.0,0.0,0.0445992239796251,0.0,0.01749123010414337,0.0,0.31760313512581684,0.0,0.0,0.0,0.020240157737615137,0.017317027309216745,0.016287340262862403,0.0,0.0,0.031225253745381376,0.0,0.042725847725713056,0.0,0.0,0.014352283062266585,0.0,0.0,0.0,0.0,0.014087185401207734,0.0,0.0,0.0,0.0,0.0,0.020619001399454724,0.0,0.0,0.15472973249719282,0.0,0.0,0.020815243910489743,0.0,0.01305427132653476,0.0,0.0,0.0375334763160175,0.0,0.013261105812762066,0.022749148756708203,0.0,0.0,0.0,0.013636209557139173,0.0,0.0,0.03938577904151681,0.0,0.0,0.0,0.0,0.03108604486149272,0.008143670131431201,0.0,0.032840637366060854,0.0,0.0,0.0,0.0,0.0,0.01150171101890409,0.0,0.0,0.016420318683030427,0.0,0.0,0.05104583847497868,0.04217476744310219,0.012322311582055231,0.0,0.021056943801581192,0.016006463487764404,0.0,0.0,0.0,0.008143670131431201,0.022586843312730753,0.0,0.03551945413008215,0.0,0.0,0.26059744420579845,0.0,0.0,0.04156520996516128,0.019645465126750642,0.05910905341613751,0.03627674731069241,0.02489637704361517,0.017403662914925528,0.0,0.0,"0_0"
0.0,0.0,0.012975177858828365,0.0363820813063319,0.13762285204879665,0.0,0.014992743258602767,0.01761855523887744,0.1396081976354281,0.0,0.0,0.03871429327307798,0.0,0.0,0.01396081976354281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012302170507515281,0.0,0.055865061155677714,0.0,0.0,0.060374699977966,0.0,0.07081663047772677,0.02872581969413228,0.031753004818711635,0.0,0.0,0.0,0.0341789663471299,0.06282368893594265,0.0,0.0,0.0,0.029910225851041486,0.022379139404325017,0.0,0.0,0.02144807314516612,0.0,0.0,0.0,0.0,0.06473160748726024,0.0,0.08181867792339234,0.02600699198098482,0.07490499258848132,0.0,0.014625268421167785,0.026645643946069032,0.0,0.017563806645424007,0.013322821973034516,0.006980409881771405,0.08965347985677172,0.01407480324558742,0.018621687051892568,0.047419495292408104,0.0,0.012276554295715345,0.0,0.019717561236613414,0.030841292110200376,0.014697232047009335,0.0,0.04192876393720663,0.013503359877933689,0.0,0.0,0.010562164742118303,0.0,0.01804912235150057,0.0,0.013205006351278777,0.014992743258602767,0.22519685192939873,0.09074532846302825,0.009680243779133731,0.01789893067344861,0.0,0.013293181122204758,0.02694588820095667,0.09074532846302825,0.0,0.016839262481112473,0.02137676485143126,0.0,0.0,0.02072992981618379,0.014226748180349497,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.027645777800111904,0.014952258243941167,0.0,0.0,0.4038421745343518,0.018442441083206487,0.0,0.0,0.0,0.0,0.016826757272264656,0.0,0.021368917014701783,0.03225939638139947,0.0,0.0,0.0,0.0,0.014827613317703998,0.0,0.0,0.0,0.0,0.014553735942755709,0.0,0.0,0.011540926765686852,0.0,0.021103906802197828,0.0,0.0,0.0,0.0588936504529263,0.0,0.0,0.0,0.0,0.013486613003275014,0.029470653407023494,0.0,0.0,0.0,0.02740059519502535,0.04700514609528964,0.0,0.0,0.0,0.22540518918724067,0.0,0.030093937894644734,0.08138037680980825,0.0,0.0,0.0,0.0,0.0481733656014816,0.016826757272264656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05089241933059989,0.0,0.0,0.0,0.014523848242990559,0.025460823274778114,0.022143917818459872,0.021754324311184674,0.0,0.0,0.0,0.0,0.042066893180661646,0.02333489224367691,0.0,0.0,0.0,0.0,0.2692281163562345,0.01945123822291405,0.0,0.0687068791114277,0.0,0.020355557923608956,0.0,0.017147276625511305,0.017980051180333093,0.0,0.0,"0_0"
